show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5892,movie,beasts of no nation,cary joji fukunaga,"idris elba, abraham attah, kurt egyiawan, jude akuwudike, emmanuel ""king kong"" nii adom quaye, ama k. abebrese, kobina amissah sam, francis weddey, richard pepple",United States,2015-10-16,2015,tv-ma,137,"dramas, independent movies","when civil war tears his family apart, a young west african boy is forced to join a unit of mercenary fighters and transform into a child soldier."
s5893,movie,circle,"aaron hann, mario miscione","julie benz, mercy malick, carter jenkins, molly jackson, michael nardelli, sara sanderson, kevin sheridan, cesar garcia, lisa pelikan, zachary james rukavina, lawrence kao, jordi vilasuso, kaiwi lyman-mersereau, michael mclafferty, allegra masters, autumn federici, john edward lee, matt corboy",United States,2015-10-16,2015,tv-ma,86,"dramas, independent movies, sci-fi & fantasy","when a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared."
s5895,movie,anjelah johnson: not fancy,jay karas,anjelah johnson-reyes,United States,2015-10-02,2015,tv-14,64,stand-up comedy,"the actress, comedian and youtube sensation riffs on everything from nail salons and gypsies to mexican moms and super-sleuthing liam neeson."
s5897,movie,keith richards: under the influence,morgan neville,keith richards,United States,2015-09-18,2015,tv-14,82,"documentaries, music & musicals","in a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend keith richards from childhood to today."
s5898,movie,cowspiracy: the sustainability secret,"kip andersen, keegan kuhn",kip andersen,United States,2015-09-15,2014,tv-pg,90,documentaries,learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.
s5899,movie,6 years,hannah fidell,"taissa farmiga, ben rosenfield, lindsay burdge, joshua leonard, jennifer lafleur, peter vack, dana wheeler-nicholson, jason newman, molly mcmichael",United States,2015-09-08,2015,tv-ma,80,"dramas, independent movies, romantic movies","as a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future."
s5900,movie,demetri martin: live (at the time),jay karas,demetri martin,United States,2015-08-14,2015,tv-ma,62,stand-up comedy,"demetri martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to washington in his original special."
s5902,movie,tig,"kristina goolsby, ashley york",tig notaro,United States,2015-07-17,2015,tv-14,92,"documentaries, stand-up comedy",comedian tig notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. follow her search for humor amid devastating news.
s5904,movie,creep,patrick brice,"mark duplass, patrick brice",United States,2015-07-14,2014,r,78,"horror movies, independent movies, thrillers","when a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind."
s5905,movie,chris tucker live,phil joanou,chris tucker,United States,2015-07-10,2015,tv-ma,92,stand-up comedy,"filmed in his hometown of atlanta, chris tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time."
s5906,movie,ralphie may: imperfectly yours,anthony pierce,ralphie may,United States,2015-06-29,2015,tv-ma,69,stand-up comedy,"comedian ralphie may takes to the las vegas stage with his raw, rollicking take on men's fashion, racism, sex and even waffles. filmed live in 2013."
s5908,movie,advantageous,jennifer phang,"jacqueline kim, james urbaniak, freya adams, ken jeong, jennifer ehle, samantha kim, troi zee, olivia horton, jennifer ikeda, mercedes griffeth",United States,2015-06-23,2015,tv-ma,92,"dramas, independent movies, sci-fi & fantasy","in order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure."
s5910,movie,the perfect dictatorship,luis estrada,"damián alcázar, alfonso herrera, joaquín cosio, osvaldo benavides, silvia navarro, flavio medina, saúl lisazo, tony dalton",Mexico,2015-06-01,2014,tv-ma,143,"comedies, dramas, international movies","after accepting a colossal bribe, a powerful tv conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician."
s5912,movie,jen kirkman: i'm gonna die alone (and i feel fine),lance bangs,jen kirkman,United States,2015-05-22,2015,tv-ma,78,stand-up comedy,"jen kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this netflix original comedy special."
s5913,movie,the other one: the long strange trip of bob weir,mike fleiss,bob weir,United States,2015-05-22,2015,tv-14,84,"documentaries, music & musicals",this chronicle of bob weir highlights his brotherhood with jerry garcia and his success as a member of one of the world's most influential bands.
s5914,movie,chris d'elia: incorrigible,bill d'elia,chris d'elia,United States,2015-04-17,2015,tv-ma,84,stand-up comedy,stand-up comedian chris d'elia covers everything from how to improve the nfl to why dating is evil and that babies should grow up before they're born.
s5916,movie,aziz ansari live at madison square garden,aziz ansari,aziz ansari,United States,2015-03-06,2015,tv-ma,58,stand-up comedy,"stand-up comedian and tv star aziz ansari (""parks and recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry."
s5917,movie,my own man,david sampliner,david sampliner,United States,2015-03-06,2015,tv-ma,82,documentaries,"when a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood."
s5918,movie,ralphie may: unruly,john asher,ralphie may,United States,2015-02-27,2015,tv-ma,83,stand-up comedy,"filmed in front of a raucous crowd, comedian ralphie may unleashes his hilariously raunchy perspective in his first netflix original stand-up special."
s5922,movie,bill burr: i'm sorry you feel that way,jay karas,bill burr,United States,2014-12-05,2014,tv-ma,81,stand-up comedy,"bill burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man."
s5925,movie,chelsea peretti: one of the greats,lance bangs,chelsea peretti,United States,2014-11-14,2014,tv-ma,75,stand-up comedy,"""brooklyn nine-nine"" star chelsea peretti showcases her diverse talents in this dark yet silly reimagining of the comedy special."
s5928,movie,wyatt cenac: brooklyn,wyatt cenac,wyatt cenac,United States,2014-10-21,2014,tv-ma,68,stand-up comedy,wyatt cenac heads to brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.
s5929,movie,chelsea handler: uganda be kidding me live,james yukich,chelsea handler,United States,2014-10-10,2014,tv-ma,71,stand-up comedy,"in her first netflix stand-up comedy special, chelsea handler recounts her african adventures (and provides hilarious photographic evidence)."
s5931,movie,mission blue,"robert nixon, fisher stevens","james cameron, michael degruy, sylvia earle, bryce groark, jeremy jackson, carl safina","United States, Bermuda, Ecuador",2014-08-15,2014,tv-pg,94,documentaries,this documentary follows oceanographer sylvia earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.
s5932,movie,the battered bastards of baseball,"chapman way, maclain way","todd field, kurt russell",United States,2014-07-11,2014,tv-ma,80,"documentaries, sports movies","the colorful true story of the portland mavericks, a scrappy, independent baseball team of underdogs started by actor bing russell in the 1970s."
s5935,movie,mitt,greg whiteley,mitt romney,United States,2014-01-24,2014,tv-pg,93,documentaries,the real mitt romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.
s5936,movie,the square,jehane noujaim,"ahmed hassan, khalid abdalla, magdy ashour, ramy essam, bothaina kamel, dina abdullah, aida elkashef, ragia omran, pierre seyoufr, dina amer, sherif boray, khaled nagy, salma saied, ahmed saleh, alaa seif","United Kingdom, Egypt, United States",2014-01-17,2013,tv-ma,105,"documentaries, international movies","this emmy-winning, street-level view of the 2011 egyptian revolution captures the astonishing uprising that led to the collapse of two governments."
s5937,movie,shrek the musical,jason moore,"brian d'arcy james, daniel breaker, sutton foster, christopher sieber, john tartaglia, rozi baker, ryan duncan, leah greenhaus, chris hoch, marissa o'donnell, denny paschall",United States,2013-12-29,2013,tv-g,130,"children & family movies, comedies, music & musicals","the greatest fairy tale never told comes to life in this colorful, song-filled, tony award-winning broadway production based on the hit movie."
s5938,movie,the short game,josh greenbaum,"sky sudberry, allan kournikova, jed dy, zamokuhle nxasana, alexa pano, amari avery, augustin valery, kuang yang, jack nicklaus, gary player",United States,2013-12-12,2013,pg,100,"children & family movies, documentaries, sports movies","they are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. and they're still in grade school."
s5939,movie,aziz ansari: buried alive,"will lovelace, dylan southern",aziz ansari,United States,2013-11-01,2013,tv-ma,80,stand-up comedy,"""parks and recreation"" star aziz ansari takes the stage to share his unfiltered views on adulthood, babies, marriage, love and more in the modern era."
s5942,movie,being elmo: a puppeteer's journey,constance marks,"kevin clash, whoopi goldberg",United States,2012-02-21,2011,pg,76,documentaries,"whoopi goldberg narrates elmo creator kevin clash's remarkable journey from a working-class baltimore neighborhood to jim henson's ""sesame street."""
s5943,movie,a stoning in fulham county,larry elikann,"ken olin, jill eikenberry, maureen mueller, gregg henry, nicholas pryor, noble willingham, peter michael goetz, ron perlman, theodore bikel, olivia burnette, bill allen, brad pitt",United States,2011-10-01,1988,tv-14,95,dramas,"after reckless teens kill an amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community."
s5944,movie,adam: his song continues,robert markowitz,"daniel j. travanti, jobeth williams, richard masur, martha scott, paul regina",United States,2011-10-01,1986,tv-ma,96,dramas,"after their child was abducted and murdered, john and reve walsh fought to raise national awareness of the problem of missing children."
s5945,movie,hard lessons,eric laneuville,"denzel washington, lynn whitfield, richard masur, akosua busia",United States,2011-10-01,1986,tv-14,94,dramas,"this drama based on real-life events tells the story of george mckenna, the tough, determined new principal of a notorious los angeles high school."
